127.0.0.1 - - [04/May/2016:18:00:19 +0800] "GET /wxbsite/Framework/Images/btnover_bg_left.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:19 +0800] "GET /wxbsite/Framework/Images/btnover_bg_right.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:22 +0800] "GET /wxbsite/login!loginOut.ct HTTP/1.1" 302 -
127.0.0.1 - - [04/May/2016:18:00:22 +0800] "GET /wxbsite/admin HTTP/1.1" 200 6770
127.0.0.1 - - [04/May/2016:18:00:22 +0800] "GET /wxbsite/index/captcha HTTP/1.1" 200 1715
127.0.0.1 - - [04/May/2016:18:00:22 +0800] "GET /wxbsite/images/login_10_1.gif HTTP/1.1" 404 5804
127.0.0.1 - - [04/May/2016:18:00:22 +0800] "GET /wxbsite/images/login_09_1.gif HTTP/1.1" 404 5804
127.0.0.1 - - [04/May/2016:18:00:30 +0800] "POST /wxbsite/login!userLogin.ct HTTP/1.1" 302 -
127.0.0.1 - - [04/May/2016:18:00:30 +0800] "GET /wxbsite/admin HTTP/1.1" 200 797
127.0.0.1 - - [04/May/2016:18:00:30 +0800] "GET /wxbsite/admin/main/top.jsp HTTP/1.1" 200 10659
127.0.0.1 - - [04/May/2016:18:00:30 +0800] "GET /wxbsite/admin/main/center.jsp HTTP/1.1" 200 6770
127.0.0.1 - - [04/May/2016:18:00:31 +0800] "GET /wxbsite/admin/main/adminWelcome.jsp HTTP/1.1" 200 5036
127.0.0.1 - - [04/May/2016:18:00:31 +0800] "GET /wxbsite/index!getMainLeftTree.ct HTTP/1.1" 200 10074
127.0.0.1 - - [04/May/2016:18:02:17 +0800] "GET /wxbsite/groupOrder!list.ct?pageType= HTTP/1.1" 200 28013
127.0.0.1 - - [04/May/2016:18:03:12 +0800] "GET /wxbsite/order!showSenderInfo.ct?sender_type=tiantian&courier_id=123123 HTTP/1.1" 200 7973
127.0.0.1 - - [04/May/2016:18:03:13 +0800] "GET /wxbsite/order!getSenderInfo.ct?company=tiantian&number=123123&_=1462356193080 HTTP/1.1" 200 90
127.0.0.1 - - [04/May/2016:18:03:18 +0800] "GET /wxbsite/order!showSenderInfo.ct?sender_type=yunda&courier_id=123213 HTTP/1.1" 200 7967
127.0.0.1 - - [04/May/2016:18:03:19 +0800] "GET /wxbsite/order!getSenderInfo.ct?company=yunda&number=123213&_=1462356199214 HTTP/1.1" 200 75
127.0.0.1 - - [04/May/2016:18:09:25 +0800] "GET /wxbsite/good!goodInfoInit.ct HTTP/1.1" 200 1749
127.0.0.1 - - [04/May/2016:18:09:25 +0800] "GET /wxbsite/good!getGoodTree.ct HTTP/1.1" 200 2519
127.0.0.1 - - [04/May/2016:18:09:25 +0800] "GET /wxbsite/good!getGoodInfo.ct HTTP/1.1" 200 42011
127.0.0.1 - - [04/May/2016:18:09:30 +0800] "GET /wxbsite/good!goodInfoInit.ct HTTP/1.1" 200 1749
127.0.0.1 - - [04/May/2016:18:09:30 +0800] "GET /wxbsite/good!getGoodTree.ct HTTP/1.1" 200 2519
127.0.0.1 - - [04/May/2016:18:09:30 +0800] "GET /wxbsite/good!getGoodInfo.ct HTTP/1.1" 200 42011
